公司ID,公司简称,工商全称,统一信用代码,官网,一句话简介,公司简介,行业,子行业,省,市,成立时间,运营状态,融资总额(万人民币),估值(万人民币),估值(估算-万人民币),年营收(亿元),年度利润(亿元),员工人数,融资时间,轮次,金额,币种,等值人民币(万),投资机构,地址,电话,邮箱,团队姓名,职位
34986298,宝兰德软件,北京宝兰德软件股份有限公司,911101086738170589,https://www.bessystem.com/,基础设施软件研发及推广服务提供商,宝兰德软件是一家基础设施软件研发及推广服务提供商，是一家专注于基础软件研发及推广的高新技术软件企业。宝兰德产品线已经覆盖到了基础软件领域的中间件、容器PaaS平台、智能运维和大数据等多个方向。,企业服务,企业IT服务,北京,海淀区,2008-03,运营中,109300,208000,150000,2.48,-0.364776,575,2019-12-31,IPO上市后,数亿,人民币,30000,"中信证券,时间投资",北京市海淀区上地六街17号6314室,4006-501-976,donghui.zhang@bessystem.com,易存道,董事长
,,,,,,,,,,,,,,,,,,,2019-11-01,IPO上市,7.93亿,人民币,79300,,,,,,
34978570,中国电器院,中国电器科学研究院股份有限公司,91440101100006899U,http://www.cei1958.com/,电器创新与应用研究机构,中国电器院是一家电器创新与应用研究机构，拥有科研开发、科技服务、科技产业三大核心业务板块，其中科研开发业务板块拥有国家级科技研发平台，涵盖能源科学、材料科学、工程科学等领域；科技服务业务板块(CVC威凯)能够为企业提供包括研发、标准制修订、检测、体系认证、产品认证、设备计量校准等质量控制领域的整体解决方案。,企业服务,行业信息化及解决方案,广东,广州,2002-09,运营中,117300,938000,470000,37.95,3.82,2000,2019-11-05,IPO上市,9.4亿,人民币,94000,,广州市海珠区新港西路204号第1栋,0208-905-0855,jinzx@cei1958.com,秦汉军,董事长
,,,,,,,,,,,,,,,,,,,2017-06-01,天使轮,2.33亿,人民币,23300,"正泰集团,建设创投,建信信托",,,,,
34939090,天瑞仪器,江苏天瑞仪器股份有限公司,913205007899341254,http://www.skyray-instrument.com,行业整体解决方案提供商,天瑞仪器是一家行业整体解决方案提供商，为环境保护与安全、工业测试与分析及其它领域提供专业解决方案，同时为电子、电器、珠宝、玩具、食品、建材、冶金、地矿、塑料、石油、化工、医药等众多行业提供更为完善的行业整体解决方案。,企业服务,行业信息化及解决方案,江苏,苏州,2006-07,运营中,24400,225000,72000,15.42,-0.461442,691,2020-09-25,IPO上市后,1.44亿,人民币,14400,"海通证券,兴业证券",昆山市中华园西路1888号,0512-5701-7888 , sales@skyray-instrument.com,刘召贵,董事长
,,,,,,,,,,,,,,,,,,,2011-01-25,IPO上市,未透露,人民币,10000,,,,,,
34732317,中南e行,湖南科创信息技术股份有限公司,91430100183899441P,http://www.chinacreator.com/cn/,信息化综合服务提供商,中南e行是国内智慧政务及智慧企业领域的信息化综合服务提供商，主要致力于为政企客户提供集软件开发、系统集成、IT运维等于一体的信息化综合解决方案。,企业服务,行业信息化及解决方案,湖南,长沙,1998-01,运营中,34400,244000,50000,5.38,0.24226,850,2020-09-21,IPO上市后,未透露,人民币,10000,财信金控,湖南省长沙市岳麓区青山路678号-科创软件园,0731-8375-7888,creator@chinacreator.com,费耀平,董事长
,,,,,,,,,,,,,,,,,,,2019-03-31,B轮,未透露,人民币,3000,银河证券,,,,,
,,,,,,,,,,,,,,,,,,,2018-09-30,A轮,未透露,人民币,2000,中科招商,,,,,
,,,,,,,,,,,,,,,,,,,2017-12-05,IPO上市,1.94亿,人民币,19400,,,,,,
13700,蜂助手,蜂助手股份有限公司,914401015895112324,http://www.phone580.com,数字化虚拟商品的综合服务提供商,蜂助手定位为数字化虚拟商品的综合服务提供商，以虚拟商品的综合运营为基础，以赋能行业应用，助力行业APP“拉新、促活、提升GMV”为出发点，建立跨行业的渠道融合运营模式，建立入口型、生态型的渠道运营体系；坚持以“物联网IOT解决方案(流量运营+解决方案)、云终端整体技术解决方案”为公司两大核心技术产品的研发方向。,企业服务,行业信息化及解决方案,广东,广州,2012-01,运营中,138148,403600,504500,8.79,1.44,360,2023-05-17,IPO上市,10.09亿,人民币,100900,,广州市天河区黄埔大道中660号汇金国际金融中心B栋9楼,020-3238-2352,,,
,,,,,,,,,,,,,,,,,,,2020-10-28,战略投资,未透露,人民币,10000,海通创意资本,,,,,
,,,,,,,,,,,,,,,,,,,2018-04-25,退市,未透露,人民币,10000,,,,,,
,,,,,,,,,,,,,,,,,,,2016-09-02,新三板,未透露,人民币,10000,,,,,,
,,,,,,,,,,,,,,,,,,,2015-09-18,A轮,3648万,人民币,3648,"天星资本,华兴金汇资本,诺为特",,,,,
,,,,,,,,,,,,,,,,,,,2013-12-01,并购,3600万,人民币,3600,汉鼎股份,,,,,
34234134,富通科技控股,富通科技发展控股有限公司,,http://www.futong.com.hk/c/index.html,企业信息化管理解决方安提供商,"富通科技创立于1996年，总部位于北京，并在香港、上海、广州、深圳、成都等二十余个城市设有分支机构及呼叫中心。2009年12月，富通科技发展控股有限公司于香港联合交易所主板成功上市，股票代码:00465.hk。
富通科技凭借20余年的企业级行业经验与强大的研发创新能力，广泛采用云计算、大数据、人工智能等新兴技术，为政府、金融、零售、交通、能源、制造、医疗、电信、媒体等行业客户提供丰富的数字化科技产品、解决方案及专业IT服务。",企业服务,行业信息化及解决方案,香港,湾仔区,2009-07,运营中,8000,9960,40000,1.46,-0.84025,303,2009-12-04,IPO上市,未透露,港元,8000,, 香港湾仔港湾道30号新鸿基中心24楼2406至2412室,00852-2622-2428,contact@futong.com.hk,,
34124627,中国赛特,中国赛特集团有限公司,,http://www.chinasaite.com.cn/html/index.php,钢结构及预制构件建筑解决方案提供商,"中国赛特是一家钢结构及预制构件建筑解决方案提供商，专注于从事建筑结构工程的设计与承包业务，具体涉及住宅房屋、商业楼宇、工业大厦、厂房及公共设施等领域。
",企业服务,行业信息化及解决方案,香港,中西区,2012-09,运营中,16000,2000000,40000,3.88,2.14,236,2019-02-27,IPO上市后,未透露,港元,8000, 江苏凯盟,,052-2126-7434,,,
,,,,,,,,,,,,,,,,,,,2013-11-01,IPO上市,未透露,港元,8000,,,,,,
34118930,清科创业,清科管理顾问集团有限公司,911101057825021009,http://www.zero2ipo.com.cn/,股权投资服务平台,清科集团业务始于二零零一年，是中国领先的创业与投资综合服务平台及知名投资机构。清科集团业务包括研究咨询、数据产品、信息资讯、会议论坛、投资培训、投资银行、产业集聚、直接投资、母基金管理及资产管理。,企业服务,创业服务,北京,朝阳区,2005-11,运营中,60360,376000,176000,2.62,0.21002,306,2020-12-30,IPO上市,4.4亿,港元,35200,,北京市朝阳区霄云路40号院1号楼国航世纪大厦10层1001室,010-6415-8500,editor@zero2ipo.com.cn,倪正东,创始人
,,,,,,,,,,,,,,,,,,,2020-12-16,基石轮,2440万,美元,15860,"红杉中国,IDG资本,高瓴投资,盈科资本",,,,,
,,,,,,,,,,,,,,,,,,,2020-01-15,B轮,数千万,人民币,3000,"华盖资本,梅花创投",,,,,
,,,,,,,,,,,,,,,,,,,2015-12-30,A+轮,数千万,人民币,3000,"网易,普华资本,小村资本,新浪,亦合资本,海尔资本,郁泰投资,臻界资产,金色木棉",,,,,
,,,,,,,,,,,,,,,,,,,2015-11-06,A轮,数千万,人民币,3000,"红杉中国,嘉道私人资本,海尔资本",,,,,
,,,,,,,,,,,,,,,,,,,2005-12-06,天使轮,数百万,人民币,300,"硅谷银行Silicon Valley Bank,翱科创投",,,,,
33801906,明源云,深圳市明源云科技有限公司,91440300755689061Y,https://www.mingyuanyun.com/,地产生态链智能商业服务商,明源云是一家领先的地产生态链智能商业服务商，致力于让地产生态链更智慧。明源云提供企业级ERP解决方案及SaaS产品，致力于推动中国房地产行业的数字化转型，包括销售及营销、采购、成本管理、项目管理、预算以及房地产资产管理等。,企业服务,行业信息化及解决方案,广东,深圳,2003-11,运营中,674400,1920000,2360000,5.23,0.882576,2577,2020-09-25,IPO上市,59亿,港元,472000,,深圳市南山区高新南一道中科大厦24楼,0755-8630-9788,mingyuanyun@mingyuanyun.com,高宇,创始人
,,,,,,,,,,,,,,,,,,,2020-09-14,基石轮,2.76亿,美元,179400,"红杉中国,高瓴投资,BlackRock贝莱德/黑岩,富达投资Fidelity Investments,GIC新加坡政府投资公司,国调基金",,,,陈晓晖,联合创始人
,,,,,,,,,,,,,,,,,,,2019-01-16,退市,未透露,人民币,10000,,,,,姜海洋,联合创始人
,,,,,,,,,,,,,,,,,,,2015-06-19,新三板,未透露,人民币,10000,,,,,,
,,,,,,,,,,,,,,,,,,,2010-08-05,A轮,数千万,人民币,3000,"达晨财智,平安财智",,,,,
33793495,大东方,无锡商业大厦大东方股份有限公司,91320200703514737E,http://www.eastall.com/,致力于消费领域的经营和服务,大东方致力于消费领域的经营和服务，形成三个核心消费领域：百货零售、汽车销售与服务、食品与餐饮。百货领域定位于中高端精品百货的销售与服务，主要为满足消费者的个性化、高端化商品需求。汽车领域定位于规模化的汽车销售及服务。食品领域通过江南美食与餐饮文化的推广，持续打造优质老字号企业的品牌。公司旗下运营千积变APP。,企业服务,综合企业服务,江苏,无锡,1998-01,运营中,37600,188000,188000,31.3,2.47,,2002-06-25,IPO上市,3.76亿,人民币,37600,,无锡市梁溪区中山路343号,0510-8276-6978,ddf009@eastall.com,高兵华,董事长
33636631,贝通信,中贝通信集团股份有限公司,9142010317784054XA,http://www.whbester.com/index.whbs,通信网络技术服务提供商,贝斯特集团是一家通信网络技术服务提供商，主要为用户提供通信网络建设、通信与信息化集成、通信网络优化与维护、通信网络规划与设计等服务。,企业服务,企业IT服务,湖北,武汉,1999-12,运营中,79700,265100,330000,26.43,1.19,2802,2018-11-15,IPO上市,6.6亿,人民币,66000,,武汉市江汉经济开发区江兴路25号 C栋,027-8351-0888 ,,,
,,,,,,,,,,,,,,,,,,,2015-11-17,B轮,1.2亿,人民币,12000,"国投创新,永君资产",,,,,
,,,,,,,,,,,,,,,,,,,2014-11-10,A轮,1000万,人民币,1000,"国信弘盛,山证投资",,,,,
,,,,,,,,,,,,,,,,,,,2013-12-03,天使轮,700万,人民币,700,国信弘盛,,,,,
33406969,曙光数创,曙光数据基础设施创新技术(北京)股份有限公司,911101087351280057,http://www.sugonenergy.com/,数据中心整体解决方案供应商,曙光数创是一家以制冷技术为核心的数据中心整体解决方案供应商，主要提供液态冷却产品、机房空调产品、机房温湿度控制产品、机房微模块产品研究及软件开发、系统集成和技术服务，为科研院所、军工、教育、医疗等领域用户提供数据中心全生命周期建设服务。,企业服务,企业IT服务,北京,海淀区,2002-01,运营中,32800,226200,114000,5.18,1.29,257,2022-11-18,IPO上市,2.28亿,人民币,22800,,北京市海淀区东北旺西路8号院36号楼5层528室,010-5841-8598,chenzhj_jn@sugon.com,史新东,董事长
,,,,,,,,,,,,,,,,,,,2018-06-12,新三板,未透露,人民币,10000,,,,,,
33347449,蕾奥规划,深圳市蕾奥规划设计咨询股份有限公司,914403006748035555,http://www.lay-out.com.cn/,城市规划设计及相关研究咨询服务商,蕾奥股份主营城市规划设计及相关研究咨询服务，产品或服务在与同行业客户竞争的过程中，既要满足行业各类技术法规和规则的要求，又要满足客户多元化的个性需求，公司能否产出较高质量的产品或服务，在很大程度上直接取决于公司专业人才的规划设计灵感创意、专业知识以及项目经验的积累，公司是否具备高素质的规划设计人才，决定了公司是否能够持续获得客户订单、增加销售收入、提升盈利能力。,企业服务,企业IT服务,广东,深圳,2008-05,运营中,89570,309700,347850,4.42,0.326441,618,2021-05-07,IPO上市,6.96亿,人民币,69570,,深圳市福田区下梅林一街1号汉沣楼第四、五层(仅限办公),0755-2396-5209,layout@lay-out.com.cn,王富海,董事长
,,,,,,,,,,,,,,,,,,,2019-09-17,退市,未透露,人民币,10000,,,,,,
,,,,,,,,,,,,,,,,,,,2017-03-13,新三板,未透露,人民币,10000,,,,,,
33334534,中科曙光,曙光信息产业股份有限公司,91120000783342508F,https://www.sugon.com/,软件开发和系统集成服务提供商,中科曙光是软件开发和系统集成服务提供商，主要从事研究、开发、生产制造高性能计算机、通用服务器及存储产品，并围绕高端计算机提供软件开发、系统集成与技术服务。旗下产品包括服务器产品、安全产品、存储产品、云计算产品等，可应用于电信、医疗卫生、金融、石油等行业。,企业服务,开发者服务,天津,和平区,2006-03,运营中,19000,674000,50000,130.08,19.06,4000,2014-11-06,IPO上市,未透露,人民币,10000,,华苑产业区(环外)海泰华科大街15号1-3层,,,李国杰,董事长
,,,,,,,,,,,,,,,,,,,2008-01-24,天使轮,9000万,人民币,9000,天富创业投资,,,,,
33284970,国子软件,山东国子软件股份有限公司,913701007600280302,http://www.googosoft.com/,应用软件产品研发和行业解决方案提供商,国子软件是一家应用软件产品研发和行业解决方案提供商，专注于面向教育领域提供各类学校和教育主管部门的教育教学管理解决方案，同时致力于电子文件和数字档案管理的研究，开发出了电子文件管理系统、数字档案管理系统、OA系统等产品。,企业服务,行业信息化及解决方案,山东,济南,2004-03,运营中,34300,93000,116500,2.01,0.582884,750,2023-08-23,IPO上市,2.33亿,人民币,23300,,山东省济南市高新技术产业开发区齐鲁文化创意基地5号楼4单元,0531-89701712,gzsmkj@163.com,韩承志,总经理
,,,,,,,,,,,,,,,,,,,2022-07-11,新三板定增,1000万,人民币,1000,中泰财金,,,,,
,,,,,,,,,,,,,,,,,,,2018-08-02,新三板,未透露,人民币,10000,,,,,,
33272777,华胜天成,北京华胜天成科技股份有限公司,91110000633713190R,http://www.teamsun.com.cn/,IT 综合服务提供商,华胜天成是一家IT 综合服务提供商。华胜天成的业务方向涉及云计算、大数据、移动互联网、物联网、信息安全等领域，业务领域涵盖IT产品化服务、应用软件开发、系统集成及增值分销等多种IT服务业务。,企业服务,企业IT服务,北京,海淀区,1998-11,运营中,41100,598000,205500,40.7,-3.66,5000,2004-04-27,IPO上市,4.11亿,人民币,41100,,北京市海淀区东北旺西路软件园二期华胜天成科研大楼,010-80986666,,王维航,董事长
33261339,迈拓仪表,迈拓仪表股份有限公司,91320000795354485T,http://www.njmeter.cn/,智能计量和智慧水务服务商,"迈拓仪表是一家智能计量和智慧水务服务商，提供智能水计量、智能热计量整体解决方案，专注于超声波计量仪表、智能计量通讯产品及智能计量服务平台(SMSP,Smart Metering Service Platform)的持续技术创新，公司产品与服务广泛应用于城市供水、供热、消防、水处理及工业、楼宇等能效资源管理相关领域。",企业服务,行业信息化及解决方案,江苏,南京,2006-12,运营中,48060,200800,225300,3.58,1.26,433,2021-06-07,IPO上市,4.51亿,人民币,45060,,江苏省南京市江宁滨江经济开发区喜燕路5号,025-86981981,njmeter@163.com,孙卫国,董事长
,,,,,,,,,,,,,,,,,,,2018-04-12,A轮,数千万,人民币,3000,动平衡资本,,,,,
,,,,,,,,,,,,,,,,,,,2018-05-16,IPO上市,12亿,人民币,120000,,,,,,
,,,,,,,,,,,,,,,,,,,2007-12-01,A轮,6600万,美元,42900,兰馨亚洲,,,,,
32777944,天纺标,天纺标检测认证股份有限公司,911200000936119776,http://www.cnttts.com/index.php,产品检测服务提供商,天纺标检测是一家集检测、科研、标准化制定、信息媒体为一体的科技型服务企业。主要为纺织品、羽绒、皮革、箱包、鞋类、玩具、饰品等七大类产品提供检测服务。具体包括纤维含量检测、化学检测、微生物检测、物理性能检测、色牢度检测、轻工检测六类检测。,企业服务,科研和社会服务,天津,南开区,2014-04,运营中,23684,81500,65000,1.43,0.363188,428,2022-10-31,IPO上市,1.3亿,人民币,13000,,天津市南开区鹊桥路25号,022-2738-0249,tianfangbiao@163.com,李博,总经理
,,,,,,,,,,,,,,,,,,,2018-04-02,新三板定增,684万,人民币,684,,,,,,
,,,,,,,,,,,,,,,,,,,2017-08-14,新三板,未透露,人民币,10000,,,,,,
32774530,中软国际,北京中软国际信息技术有限公司,9111010871774535X9,http://www.chinasofti.com/,软件与信息技术服务企业,中软国际有限公司是行业领先的全球化软件与信息技术服务企业，公司凭借完整的生态资源，为客户提供云计算、大数据等多领域的技术服务，助力客户应对挑战、构建数字化转型。公司主营业务包含面向大客户、大行业的咨询、解决方案与技术服务。,企业服务,综合企业服务,北京,海淀区,2000-04,运营中,8000,1200000,40000,176.3,7.34,69976,2003-06-01,IPO上市,未透露,港元,8000,,北京市海淀区科学院南路2号C座12层,010-8286-1666,,陈宇红,总经理
32590808,博思软件,福建博思软件股份有限公司,91350100731844207Y,http://www.bosssoft.com.cn,财政管理软件公司,博思软件是一家专业从事公共财政管理软件、政府行业管理软件、通用型财务软件的开发、销售与服务的高科技企业，公司致力于财政票据电子化管理及非税收入管理领域，不断推出领先的非税收入软件产品和服务。,企业服务,财税服务,福建,福州,2001-09,运营中,65000,525700,225000,15.64,2.84,,2019-09-27,IPO上市后,4.5亿,人民币,45000,腾讯投资,福建省福州市海西高新技术产业园高新大道5号博思软件大厦,0591-87664001,bosssoft@bosssoft.com.cn,,
,,,,,,,,,,,,,,,,,,,2016-07-26,IPO上市,2亿,人民币,20000,,,,,,
32505401,三未信安,三未信安科技股份有限公司,91110105679648435P,http://www.cloudhsm.cn/,基于密码技术的云安全服务商,三未信安是一家基于密码技术的云安全服务商，致力于为用户提供商用密码设备和信息安全技术，旗下产品包括服务器密码机、金融数据密码机、密码卡、安全认证网关等硬件产品，以及身份认证系统、密钥管理系统、数字版权管理系统等软件系统，可应用于金融、证券、电力、交通等行业。,企业服务,行业信息化及解决方案,北京,朝阳区,2008-08,运营中,182000,604000,755000,3.4,1.11,366,2022-12-02,IPO上市,15.1亿,人民币,151000,,北京市朝阳区广顺北大街16号院2号楼14层1406室,010-5629-7902,support@sansec.com.cn,张岳公,创始人
,,,,,,,,,,,,,,,,,,,2020-08-31,A轮,数亿,人民币,30000,"东方富海,云鼎资本,中国互联网投资基金",,,,,
,,,,,,,,,,,,,,,,,,,2015-05-03,天使轮,未透露,人民币,1000,立达资本,,,,,
32496188,三旺通信,深圳市三旺通信股份有限公司,91440300732050644R,http://www.3onedata.com,工业互联网解决方案提供商,三旺通信是一家工业互联网解决方案提供商，致力于向用户提供串口通信解决方案、串口设备联网解决方案以及工业以太网交换机解决方案，产品包括了设备联网服务器、工业以太网交换机、嵌入式工业以太网模块等，已在电力、轨道交通、高速公路、隧道、环保、冶金等多个领域中得到应用。,企业服务,行业信息化及解决方案,广东,深圳,2001-09,运营中,48000,272800,215000,4.39,1.23,500,2020-12-30,IPO上市,4.3亿,人民币,43000,,深圳市南山区西丽街道百旺信高科技工业园1区3栋,0755-2670-2688 ,gl@3onedata.com,熊伟,CEO
,,,,,,,,,,,,,,,,,,,2019-11-08,B轮,未透露,人民币,3000,中信建投资本,,,,,
,,,,,,,,,,,,,,,,,,,2019-06-28,A轮,未透露,人民币,2000,树桥资本,,,,,
32424180,众诚科技,河南众诚信息科技股份有限公司,91410100772178124Q,http://www.zcst.com.cn,一家软件开发、信息系统集成服务提供商,众诚科技是一家软件开发、信息系统集成服务提供商，公司主营业务为信息系统集成服务，公司提供的主要产品或服务包括信息系统集成服务、软件开发和相关配套设备销售。,企业服务,企业IT服务,河南,郑州,2005-03,运营中,21200,62800,56000,3.77,0.20485,369,2022-09-23,IPO上市,1.12亿,人民币,11200,,郑州市金水区文化路82号硅谷广场2号楼8层806号,037-16355-1999,,梁侃,董事长
,,,,,,,,,,,,,,,,,,,2015-12-24,新三板,未透露,人民币,10000,,,,,,
32421143,路桥信息,厦门路桥信息股份有限公司,9135020070548149XE,http://www.xmrbi.com,一家交通行业信息化解决方案提供商,路桥信息是一家交通行业信息化解决方案提供商，专注于为交通行业用户提供信息化解决方案的研发、设计、销售、实施及相关技术服务，具体包括交通机电、管养信息化、智慧工地和智慧停车等信息化解决方案。,企业服务,行业信息化及解决方案,福建,厦门,2001-07,运营中,25300,52300,76500,2.86,0.387198,501,2023-08-16,IPO上市,1.53亿,人民币,15300,,厦门市软件园三期诚毅大街370号1801单元、1802单元、1803单元、1804单元,059-2592375-9979 ,1989222379@qq.com,于征,董事长
,,,,,,,,,,,,,,,,,,,2016-06-15,新三板,未透露,人民币,10000,,,,,,
32418066,盈趣科技,厦门盈趣科技股份有限公司,913502005750038518,http://www.intretech.com/,民用物联网及工业互联网系统集成服务商,盈趣科技是一家民用物联网及工业互联网系统集成服务商，基于物联网技术，形成了以工业机器人、智能家居、智能制造、车联网、第三方软件服务-UMS联合管理平台为一体的完整产业链。,企业服务,其他企业服务,福建,厦门,2011-05,运营中,188000,1025000,845000,70.61,12.73,4985,2018-01-15,IPO上市,16.9亿,人民币,169000,,福建省厦门市火炬高新园区嘉禾路588号,0592-579-7666,,谢发炎,创始人
,,,,,,,,,,,,,,,,,,,2016-06-01,A轮,1.9亿,人民币,19000,"温氏投资,天使投资人,兴富资本,正欣和投资,靖烨投资",,,,,
74529,普元信息,普元信息技术股份有限公司,91310000748756174J,http://www.primeton.com,软件基础平台与解决方案提供商,普元是一家软件基础平台与解决方案提供商，主要面向大中型企业、政府机构及软件开发商提供SOA、大数据、云计算三大领域的软件基础平台及解决方案，用以满足上述组织信息化建设对关键技术的需求，帮助上述组织的业务在云计算和移动互联时代向数字化转型。,企业服务,行业信息化及解决方案,上海,浦东新区,2003-03,运营中,76300,381000,321000,4.25,-0.093981,1511,2019-12-04,IPO上市,6.42亿,人民币,64200,,中国(上海)自由贸易试验区碧波路456号4楼;上海市浦东新区中国(上海)自由贸易试验区碧波路456号4楼,021-5080-5188,xull@primeton.com,刘亚东,CEO
,,,,,,,,,,,,,,,,,,,2019-03-26,A轮,未透露,人民币,2000,"晨徽网宿投资,朗姿韩亚资产",,,,,
,,,,,,,,,,,,,,,,,,,2017-12-13,战略投资,未透露,人民币,10000,"君度投资,沃丰远投资",,,,,
,,,,,,,,,,,,,,,,,,,2010-04-02,天使轮,未透露,人民币,100,"新开发创投,和光投资",,,,,
46560,博彦科技,博彦科技股份有限公司,911100001021132178,http://www.beyondsoft.com,IT解决方案与服务提供商,博彦科技股份有限公司是一家面向全球的IT咨询、解决方案与服务提供商，致力于自身强大的研发与创新能力，广泛采用基于大数据、云计算和移动互联等新兴技术，为客户提供丰富的解决方案及产品。,企业服务,企业IT服务,北京,海淀区,1995-04,运营中,68200,615000,275000,55.32,4.8,26487,2012-01-06,IPO上市,5.5亿,人民币,55000,,北京市海淀区西北旺东路10号院东区7号楼博彦科技大厦,010-5096-5888,,王斌,创始人
,,,,,,,,,,,,,,,,,,,2010-08-28,战略投资,1.32亿,人民币,13200,"同创伟业,华软投资,华汇通创投,华软资本CSC,汇升联华",,,,,
46133,数据港,上海数据港股份有限公司,91310000697241508E,http://www.athub.com,定制数据中心服务提供商,数据港是一个定制数据中心服务提供商，致力于为企业提供数据中心和咨询服务，专业从事数据中心建设，并以数字地产经营和信息技术服务外包为主导产业，主营业务包括定制数据中心、关键数据中心基础设施管理、数据中心规划咨询、 网络使能服务等。,企业服务,数据服务,上海,静安区,2009-11,运营中,212300,839000,846000,12.45,1.56,422,2020-09-24,IPO上市后,16.92亿,人民币,169200,"新华保险,南方资产,诺德基金,广发基金,红塔红土基金,鹏华基金",上海市静安区江场三路250号9层901室;上海市静安区江场三路250号9层901室,021-3633-8836 ,aaron.wu@athub.com ,周群,CEO
,,,,,,,,,,,,,,,,,,,2017-02-08,IPO上市,4.11亿,人民币,41100,,,,,,
,,,,,,,,,,,,,,,,,,,2014-03-31,A轮,未透露,人民币,2000,"复祥投资,万丰锦源",,,,,
45914,宝信软件,上海宝信软件股份有限公司,91310000607280598W,http://www.baosight.com,企业信息化解决方案供应商,宝信软件是一个企业信息化解决方案供应商，致力于计算机软件研发、数据库系统集成、电子商务、网络应用、办公自动化、软件咨询和技术服务，隶属于上海宝信软件股份有限公司。,企业服务,行业信息化及解决方案,上海,浦东新区,1994-08,运营中,,7403000,7403000,129.16,28.2,5714,1994-03-11,IPO上市,8800万,人民币,,,上海市浦东新区自由贸易试验区郭守敬路515号,021-2037-9999,,王力,创始人
43491,博睿数据,北京博睿宏远数据科技股份有限公司,91110105672840619D,http://www.bonree.com/,应用性能管理服务商,博睿宏远是中国领先的应用性能管理服务商，专注用数据赋能IT运维，助力企业提升整体竞争力。为企业建立可视化的全业务链性能管理体系，保障所有层级的性能问题被准确发现和定位，帮助企业快速掌握应用性能对业务的影响，有针对性的快速优化应用性能及IT成本投入，从而提升IT系统对数字化业务的支撑效率及质量，帮助企业降低成本及损失，提升用户体验和业务发展。,企业服务,数据服务,北京,东城区,2008-02,运营中,75100,502200,365500,1.33,-0.925264,483,2020-08-17,IPO上市,7.31亿,人民币,73100,,北京市东城区东中街46号鸿基大厦4层,,,孟曦东,CTO
,,,,,,,,,,,,,,,,,,,2018-01-01,A轮,未透露,人民币,2000,金浦投资,,,,,
43479,软通动力,软通动力信息技术(集团)股份有限公司,91110108781703664R,http://www.isoftstone.com,IT服务及行业解决方案提供商,软通动力是一家IT服务及行业解决方案提供商，依托端到端“软件+服务”综合业务能力，公司主营业务覆盖软件技术服务、企业数字化转型服务、智慧城市服务以及云计算与互联网平台服务四大业务领域。,企业服务,企业IT服务,北京,海淀区,2005-11,运营中,694200,3086700,2315000,191.04,10.08,60000,2022-03-15,IPO上市,46.3亿,人民币,463000,,北京市海淀区西北旺东路10号院东区16号楼,010-5874-9000,contact@isoftstone.com,刘天文,创始人
,,,,,,,,,,,,,,,,,,,2020-09-21,战略投资,未透露,人民币,10000,"云锋基金,毅达资本,兴业资管-兴业证券,光远资本,云晖资本,瑞饶投资,奇亓乂弈,纳维投资",,,,,
,,,,,,,,,,,,,,,,,,,2019-12-26,战略投资,未透露,人民币,10000,"深创投,朗程资本,中航产融",,,,,
,,,,,,,,,,,,,,,,,,,2016-10-11,战略投资,未透露,人民币,10000,"天津长城基金,世纪金源,民和资本",,,,,
,,,,,,,,,,,,,,,,,,,2015-12-14,C轮,数亿,人民币,30000,"红杉中国,华盖资本,春华资本Primavera,易方达基金,华兴新经济基金,金浦投资,君创资本,天壹资本,云晖资本",,,,,
,,,,,,,,,,,,,,,,,,,2015-08-17,战略投资,未透露,人民币,10000,达晨财智,,,,,
,,,,,,,,,,,,,,,,,,,2014-09-01,退市,未透露,美元,65000,,,,,,
,,,,,,,,,,,,,,,,,,,2010-12-14,IPO上市,未透露,美元,65000,,,,,,
,,,,,,,,,,,,,,,,,,,2007-03-19,B轮,4500万,美元,29250,"三井物产环球投资,富达投资Fidelity Investments,盈富泰克,永威投资",,,,,
,,,,,,,,,,,,,,,,,,,2006-03-19,A轮,数百万,美元,1950,"斯道资本(富达亚洲),盈富泰克,永威投资",,,,,
43247,兆日科技,深圳兆日科技股份有限公司,91440300748876299E,http://www.sinosun.com.cn/,从事安全芯片及解决方案等商用密码产品,兆日科技是一家信息安全服务的科技公司，专注于从事安全芯片及解决方案等商用密码产品研制、生产、及销售。,企业服务,企业安全,广东,深圳,2003-04,运营中,61148,178000,150000,2,0.54111,680,2012-06-28,IPO上市,数亿,人民币,30000,,广东省深圳市福田区车公庙深业泰然大厦C栋1605室, 0755-8341-5666 ,tingting.sun@sinosun.com.cn ,魏恺言,CEO
,,,,,,,,,,,,,,,,,,,2010-12-24,D轮,492万,美元,3198,"达晨财智,中国平安",,,,,
,,,,,,,,,,,,,,,,,,,2007-06-18,C轮,数千万,美元,19500,英特尔投资Intel Capital,,,,,
,,,,,,,,,,,,,,,,,,,2004-09-18,B轮,1000万,美元,6500,"纪源资本,英特尔投资Intel Capital,华登国际,JAFCO Asia集富亚洲,Pioneer Group",,,,,
,,,,,,,,,,,,,,,,,,,2003-12-01,A轮,300万,美元,1950,JAFCO Asia集富亚洲,,,,,
